17
944 811
296 563 -394
592 922 -926
728 90 -184
740 105 394
600 16 569
610 537 891
183 152 -944
328 865 -158
916 683 -281
70 792 -191
890 267 827
608 563 -620
527 530 -598
557 93 860
930 212 -595
908 429 637
120 483 160
827 302 -456
669 931 254
436 123 285
141 747 -471
668 248 -62
703 603 -609
549 799 -757
895 818 588
266 939 666
748 347 702
91 183 -206
338 771 -312
170 405 -434
31 101 524
427 438 276
389 321 -606
164 658 651
102 877 -946
751 581 -404
798 225 244
82 590 703
205 895 -76
261 272 548
527 236 -580
747 602 -73
202 917 -200
775 167 322
5 99 -749
90 895 -170
763 688 -188
620 286 -864
123 14 670
905 692 -165
914 213 499
618 216 714
743 203 -191
50 499 768
515 203 -248
203 274 642
593 713 -68
653 723 -7
882 272 -19
726 926 324
30 218 -812
888 869 156
328 659 735
105 936 -111
155 462 -865
260 270 -888
504 109 -864
14 423 263
170 815 -30
343 610 863
802 452 959
636 178 -295
304 640 652
447 562 340
878 114 -141
231 589 -379
754 169 599
217 733 -997
669 205 -708
391 514 -54
425 699 588
468 828 821
539 874 795
84 661 -512
724 798 746
31 45 358
259 202 416
176 320 -961
63 26 184
112 345 795
361 754 457
317 738 -112
374 557 617
497 162 -155
431 750 -185
517 869 371
521 330 -705
357 292 167
671 445 -648
914 201 -142
718 905 -47
871 519 -487
296 887 -175
896 118 568
593 853 -847
618 733 498
240 431 560
367 710 -381
633 694 -384
684 890 475
143 835 -400
680 395 864
93 33 594
96 295 3
190 74 -859
436 590 585
552 876 -34
924 934 291
835 163 748
925 285 602
432 151 -564
466 653 981
217 284 -96
233 764 66
107 292 -611
765 595 -924
469 138 103
709 512 507
304 118 329
147 508 -804
190 170 -704
501 168 623
482 89 -459
509 666 -110
79 594 278
707 133 201
93 875 -589
668 686 159
702 525 619
269 517 917
67 192 225
597 794 907
482 822 698
788 105 392
165 77 -528
434 612 366
392 458 581
480 14 175
380 74 -509
107 534 9
64 163 174
225 358 -288
413 428 -845
665 280 -585
736 57 474
353 774 -211
502 928 -335
141 649 181
840 450 -116
445 768 -297
15 197 705
269 414 753
875 538 691
673 105 -556
781 917 799
399 460 -187
540 31 -343
430 164 -116
579 684 306
788 629 -43
775 209 221
180 474 -219
682 443 362
656 578 68
419 726 -437
384 881 -109
858 678 83
431 447 753
856 554 -751
295 379 318
24 531 -174
619 814 -575
586 719 924
631 400 633
903 567 917
917 769 836
327 667 -438
910 882 -869
149 543 -747
944 142 -974
793 62 -87
48 115 -286
799 373 29
128 505 -52
458 216 935
530 784 524
4 580 553
824 794 -610
356 247 289
716 498 892
166 767 -564
120 402 458
419 350 587
872 815 -844
378 421 -915
274 205 -615
240 943 -492
372 39 -324
649 2 -284
95 874 -14
204 216 914
770 932 -200
8 583 -581
409 683 -753
405 886 -286
125 884 -499
741 429 631
132 76 459
783 129 386
437 257 -298
394 724 828
907 40 507
154 796 160
909 414 158
659 566 -157
21 313 -240
210 151 837
395 807 564
249 560 -475
553 361 444
55 4 -639
297 495 948
539 504 -668
87 312 -93
528 111 -344
409 600 -561
550 180 -834
359 505 -800
593 22 638
553 254 972
784 804 580
26 617 -753
260 212 903
51 156 289
653 96 255
304 471 -308
576 641 -497
576 74 84
567 845 417
370 96 181
32 290 799
237 536 -213
850 551 330
708 801 771
432 624 -375
757 640 -299
281 1 -853
524 495 -214
828 35 545
650 911 862
96 765 649
356 388 836
791 652 537
284 507 -518
50 712 918
895 789 -187
324 50 -749
73 744 983
167 921 554
501 117 991
840 264 978
29 538 -281
655 920 -59
460 25 659
541 330 355
265 173 899
884 855 566
659 739 -766
331 781 -247
472 480 -585
438 862 389
482 114 803
114 933 982
468 209 -770
272 172 -132
480 870 -464
1 194 -932
285 299 904
293 630 -126
154 914 260
118 331 -244
551 640 -449
427 176 -358
689 156 -442
567 896 777
4 866 489
24 222 590
208 307 -576
832 486 -885
596 149 402
176 501 -804
253 52 676
354 829 -194
163 879 414
865 594 476
307 805 920
810 320 551
878 119 413
323 259 753
541 866 515
442 162 -819
724 484 -446
803 558 451
932 913 806
693 648 340
570 663 -256
372 211 707
335 208 -126
673 491 46
273 256 -366
547 639 -983
187 252 -451
384 576 775
942 553 399
497 819 155
521 900 -583
604 561 49
639 753 -262
670 191 -803
782 532 75
328 217 -245
338 711 -360
305 668 16
835 640 -524
277 89 -689
540 690 279
785 911 -333
934 52 -822
803 113 -859
235 403 -680
158 251 584
180 740 433
287 576 -435
653 211 644
16 649 -169
846 412 451
895 662 -794
699 343 -2
308 700 616
502 378 -30
162 16 70
763 567 977
775 612 -192
139 709 -140
367 13 -671
416 640 894
416 868 -293
285 14 -753
689 426 837
762 746 -537
250 309 995
142 928 -55
365 31 -485
674 27 -970
547 28 -737
35 3 -336
178 249 798
739 433 -398
840 145 -702
202 132 -959
574 29 -599
11 879 256
366 566 799
670 718 417
378 606 326
908 417 -236
545 853 235
598 644 -608
177 937 -299
496 382 -656
175 32 499
921 367 -249
898 342 -335
691 704 248
927 90 -166
719 526 -390
698 158 880
319 922 -286
22 655 -354
548 265 803
359 366 -902
404 348 -763
31 510 145
514 726 -187
874 476 -512
525 516 656
292 608 -946
354 76 618
66 70 510
206 217 -310
494 109 778
435 83 -85
479 773 -89
303 77 682
667 2 273
114 638 653
700 430 -987
279 305 460
242 358 914
597 383 -725
389 890 237
341 367 479
575 324 982
491 720 -107
830 455 -736
118 636 -738
325 69 -300
436 579 758
753 29 -537
926 820 465
608 547 -634
5 743 -425
580 843 228
359 802 467
472 519 322
602 939 799
398 713 -992
734 833 861
471 703 844
14 459 -815
588 476 47
705 593 460
272 460 927
645 818 -66
938 687 624
651 206 -887
220 884 -95
688 192 -820
886 716 -329
874 264 303
193 669 -331
783 734 -467
804 171 176
163 258 -194
457 483 699
818 744 -376
128 291 -664
241 324 969
408 80 -148
858 941 -432
164 547 -704
495 829 -902
223 570 -804
415 874 937
791 91 -165
348 132 219
680 159 -220
146 106 -590
943 309 672
544 813 -16
681 820 -449
34 676 -402
905 590 -880
815 839 512
632 4 921
590 575 -396
69 343 -206
561 798 -896
882 538 822
838 423 942
547 622 286
123 335 -746
424 330 882
214 420 -465
245 942 380
854 482 -113
226 812 172
862 818 763
700 689 -697
813 419 -709
801 451 -264
924 372 444
672 881 634
324 75 -185
222 673 -244
77 732 -511
179 838 560
755 322 -806
40 684 -823
560 446 165
507 790 -695
281 132 965
252 604 745
850 837 -422
219 488 391
2 777 550
918 595 564
250 672 230
299 118 838
832 513 -955
734 618 -596
630 783 -101
741 462 887
906 642 -530
350 139 499
778 335 538
221 752 121
5 273 127
560 851 50
845 283 984
329 76 -969
696 66 1
106 564 -448
335 506 -238
98 520 381
13 764 -481
256 98 157
835 503 974
846 669 -356
806 757 62
460 691 795
140 285 -212
99 121 -170
875 582 705
89 404 -796
163 543 301
860 337 -295
881 188 -843
442 676 971
842 861 -821
30 537 -1
919 117 28
180 891 942
892 201 474
372 720 297
400 269 -976
546 139 -266
428 608 940
649 527 87
631 7 -669
515 228 -677
44 569 100
241 882 -996
177 645 150
558 597 -268
563 63 -162
809 497 112
95 919 -779
773 343 457
299 442 -465
805 430 -342
617 30 -283
111 914 -356
199 446 -646
833 337 1
719 642 -225
813 942 288
942 386 -484
875 233 -633
292 111 -383
140 68 -955
527 488 91
42 710 -900
504 17 890
11 614 95
122 603 -865
742 828 -573
713 1 453
469 359 -126
539 456 560
242 925 421
853 896 106
315 903 -637
697 419 -905
341 389 522
573 23 -859
386 718 474
329 11 -725
363 372 789
10 703 796
545 537 -976
903 196 768
198 232 -276
439 566 593
355 790 -31
678 198 888
177 33 -975
162 187 802
907 980
402 605 971
676 148 767
361 613 482
43 316 -584
387 379 -975
231 695 134
856 343 470
897 843 866
20 859 263
728 540 -932
543 383 -617
121 363 107
585 26 -878
38 770 -696
218 17 18
633 302 -155
432 655 -618
421 213 -170
526 813 -625
216 579 964
228 904 -154
119 423 747
380 70 912
685 695 -256
713 784 -520
36 147 -501
173 441 -351
463 331 886
35 812 -555
813 354 75
243 314 214
731 219 941
391 615 -109
510 699 112
608 819 -331
13 758 46
493 761 -808
175 460 565
899 870 -332
466 234 799
698 717 -432
412 888 -243
897 447 325
512 325 257
695 605 939
532 5 -439
167 561 -437
391 571 -878
343 124 158
125 185 -784
65 633 45
824 658 -773
643 371 544
434 155 -388
291 383 284
60 31 -625
837 761 633
78 309 -164
415 764 -520
219 131 988
429 162 -240
809 92 943
835 552 -599
208 589 -94
320 591 -335
586 714 108
832 704 555
210 670 131
490 507 -620
103 562 104
11 469 310
594 88 470
502 633 556
785 137 -885
331 749 766
335 789 -428
657 454 707
906 316 309
486 359 -358
162 326 87
255 641 -601
184 599 102
367 163 354
224 543 -38
536 283 722
722 841 -846
154 274 -890
363 872 -505
807 113 645
457 666 -407
489 826 720
507 303 -670
349 808 -453
210 273 844
23 843 -132
260 126 862
767 387 779
290 906 86
170 62 587
634 307 622
396 403 753
475 510 32
390 164 -43
782 520 749
762 812 274
728 590 963
50 700 -546
626 812 425
166 375 451
733 543 105
269 871 522
503 461 -159
91 665 451
366 796 -260
358 436 -452
37 377 914
706 159 -730
883 667 -940
73 128 992
849 62 886
901 40 -349
660 557 38
406 564 -616
518 846 -785
527 261 -683
723 809 225
462 628 -682
308 831 732
182 445 244
319 814 253
299 601 -621
716 880 -792
854 502 -875
835 135 -739
122 694 -784
367 395 228
639 370 -404
591 285 662
254 348 -885
501 109 317
132 329 439
192 781 340
296 549 -333
108 424 685
749 820 430
740 170 -111
568 285 692
847 82 301
230 194 -287
86 479 -465
9 641 -381
258 558 -842
887 834 -700
574 9 405
645 622 -124
190 761 136
325 750 257
461 297 901
830 554 -41
798 279 -559
868 177 -505
325 576 -40
779 227 -943
711 462 -307
579 906 -802
65 819 428
87 272 -974
225 321 885
633 610 -406
180 166 473
866 856 -287
177 665 550
430 302 443
133 92 -435
125 666 -639
298 81 -470
620 361 533
550 684 -153
769 509 789
871 867 -429
221 545 -564
110 429 -202
269 887 -412
581 417 -221
681 31 63
345 381 -353
150 184 -447
689 583 407
420 572 36
875 83 -173
197 884 268
116 771 110
132 3 -246
100 338 493
291 542 -692
23 170 -474
211 398 -591
243 790 -877
695 655 -163
267 347 498
495 396 -912
497 449 955
280 31 -300
532 210 5
65 829 914
444 338 -344
296 216 -195
706 555 -567
153 29 -619
677 130 -465
282 229 -533
252 642 -28
145 628 623
178 447 483
833 312 916
388 674 -760
281 257 -970
187 674 468
383 581 858
339 780 914
391 756 82
502 462 978
828 721 -332
239 283 -776
227 690 455
73 680 -936
625 840 -494
836 618 44
519 847 -638
20 59 628
87 824 -907
358 737 898
57 786 -403
379 133 -115
104 264 387
93 845 970
579 140 -478
511 586 -46
449 158 -498
749 801 853
763 150 165
201 148 -116
693 624 886
597 364 381
722 631 -438
527 547 739
386 370 520
833 860 395
831 700 -94
328 844 994
676 357 -393
410 332 -324
707 554 -238
69 667 336
83 802 887
575 518 -73
246 364 431
72 143 232
377 545 185
424 803 -707
838 698 523
339 716 -159
346 295 85
551 176 474
440 508 -717
57 178 -410
2 136 -450
335 153 370
70 107 -289
375 786 432
686 380 -680
1 636 380
847 823 823
145 337 617
74 23 -972
443 259 -62
851 286 572
188 545 86
830 859 758
851 460 -672
515 602 -695
14 147 -31
617 181 -531
162 7 318
104 537 442
271 518 832
633 580 -180
454 232 -336
323 200 -269
761 275 918
609 192 -646
810 831 521
382 774 -760
268 635 -628
198 395 345
244 483 358
148 172 390
779 120 841
83 838 -217
84 441 -220
267 295 544
822 76 -281
51 370 -340
761 892 75
350 252 572
307 640 -838
700 764 -930
653 563 3
781 286 -833
342 364 -223
207 117 -588
266 811 -210
340 526 -162
430 68 256
470 601 -562
638 681 -446
220 900 -564
861 17 -284
113 330 214
391 145 -212
136 764 490
859 906 -552
293 653 -281
451 590 609
655 863 -674
767 495 11
693 906 163
587 659 -788
822 313 -402
454 722 -796
80 792 -455
68 170 -2
530 436 925
683 393 -409
149 825 -87
286 114 -771
379 840 -582
556 606 774
129 159 998
413 271 -941
824 712 68
330 611 -283
62 679 956
314 296 -274
320 717 -808
747 718 926
864 287 178
428 543 377
725 440 -724
298 809 112
548 549 -335
38 312 -786
288 523 -512
563 38 353
442 882 -452
138 125 -853
357 102 280
626 18 102
245 537 -195
227 139 -694
754 872 179
78 81 -433
87 598 -968
692 666 -892
705 399 -233
861 142 204
415 828 25
556 854 723
29 87 1000
635 64 -642
599 707 959
564 150 979
679 383 -511
460 802 819
121 795 -387
263 743 -904
619 154 794
833 805 66
904 517 -78
123 489 162
865 798 256
667 602 -903
331 489 77
891 820 396
818 59 323
809 294 279
527 277 -898
766 804 -168
884 63 222
60 583 -975
343 500 785
376 378 249
260 69 -907
899 307 -494
735 764 162
721 191 450
907 797 -468
181 493 -529
780 126 705
17 97 -115
671 501 6
731 316 -877
493 646 -627
254 8 -43
357 533 -752
591 719 19
438 815 -180
563 269 -76
649 470 -270
31 127 -956
827 289 149
435 764 830
59 789 -325
628 566 -634
151 861 -502
568 433 172
823 686 -316
760 367 556
826 761 78
187 682 -411
891 651 639
457 330 -474
456 686 565
178 404 118
600 736 -951
720 823 -203
446 593 -473
4 159 -195
42 436 88
95 403 -192
523 744 268
371 292 429
439 825 -167
555 121 -196
143 145 533
746 101 843
138 775 -786
203 634 51
386 612 930
704 631 -24
687 575 500
380 63 214
109 459 -248
719 544 618
287 447 -93
755 415 -270
215 86 894
791 69 394
214 471 862
610 806 -959
408 132 115
414 328 -578
226 662 -23
388 509 925
238 835 716
468 312 -955
469 661 -743
378 150 308
834 841 48
652 297 605
243 669 -428
540 402 -685
503 16 501
355 577 425
466 467 -879
248 802 408
185 760 -3
371 211 -785
555 38 690
187 550 -972
448 865 -999
547 819 804
331 229 27
143 541 221
115 846 -913
787 650 857
802 632 -162
160 150 -380
234 40 -51
342 113 -35
826 342 611
431 619 -329
6 347 145
356 554 -190
608 19 51
809 711 -397
118 864 -25
98 687 284
183 394 -756
491 302 -459
138 107 415
636 138 -1000
465 398 -530
187 92 -188
27 820 610
558 99 298
832 615 546
156 169 -811
626 715 930
7 171 -857
170 591 655
841 442 -948
578 242 -472
695 411 163
423 167 -764
628 92 122
472 379 88
32 1 -17
138 566 298
214 538 -94
702 621 698
557 849 -168
766 866 -963
274 223 201
834 437 378
288 207 -696
72 451 -530
297 311 -375
417 504 -844
90 78 -505
228 541 -132
135 260 79
447 335 -180
421 25 718
727 707 -859
130 18 -924
796 86 -145
573 184 -677
16 440 -69
815 486 427
350 218 624
823 309 -614
856 801 -43
262 216 -960
579 545 -745
899 16 -717
691 727 499
875 773 -250
610 725 -815
145 272 936
634 637 -189
585 503 -35
319 574 174
497 40 -335
153 32 -328
159 31 312
606 412 -923
332 502 188
700 448 793
411 791 829
256 622 -729
441 598 -89
728 555 -736
68 889 551
761 625 499
529 395 1000
180 301 -981
346 612 286
784 71 -248
588 688 -381
445 160 -267
609 296 304
665 614 -819
574 598 -125
874 368 384
36 463 454
278 398 560
112 744 -626
493 247 897
433 472 -929
11 8 900
18 897 -139
375 156 -590
628 42 952
457 749 593
839 534 91
845 625 -960
400 112 -861
580 179 -67
179 599 -921
706 326 -402
540 48 -37
504 691 -91
789 42 290
337 617 -816
407 635 717
761 13 493
546 550 -980
409 831 162
215 504 -246
616 309 -719
814 506 -773
308 819 -665
336 816 -424
719 806 -401
287 676 2
389 858 108
704 643 -113
542 717 482
330 255 894
877 518 768
658 151 334
562 121 740
500 250 781
731 650 -978
626 791 715
648 623 -892
374 127 967
12 431 384
617 696 165
107 206 755
24 198 492
338 708 435
645 595 482
392 35 390
60 376 -904
296 328 845
97 70 -613
562 877 396
389 41 273
802 551 946
578 441 984
413 842 -852
270 206 -507
16 480 -916
612 649 -562
742 344 -536
203 603 -42
663 676 -570
387 157 -40
515 890 576
118 718 379
208 535 -831
790 716 760
342 466 -605
678 867 853
674 122 273
583 254 -408
266 394 -373
807 292 -673
304 292 45
32 277 -595
328 373 745
795 405 398
276 787 676
315 231 -225
292 426 274
450 185 -360
497 8 -489
627 31 508
771 662 -352
820 341 -888
284 25 -704
248 214 -711
488 472 87
295 699 -272
549 313 -95
319 299 -853
64 805 204
510 46 -897
49 565 -674
207 468 634
199 823 552
651 731 345
657 419 -218
779 834 519
757 130 361
900 514 -660
151 713 211
321 35 329
474 823 604
736 616 855
649 197 874
861 534 -523
317 110 -357
588 150 475
205 25 -334
572 843 968
92 655 -162
54 194 365
893 218 -928
640 92 -246
722 393 817
92 182 711
823 364 565
293 723 463
109 44 604
214 815 44
417 520 -579
364 727 -602
828 656 -398
632 352 575
447 520 -349
812 266 251
825 188 -293
382 612 265
70 906 -329
875 675 415
432 285 399
30 238 558
484 410 545
885 435 -110
118 39 -394
821 107 538
848 843 -132
465 67 -237
601 662 -169
309 313 649
353 806 747
318 138 544
574 401 -436
696 561 437
222 179 728
438 251 251
275 456 862
317 815 -779
49 251 183
104 535 4
259 251 94
232 255 864
346 684 588
812 324 331
697 714 -574
872 437 325
659 741 59
858 790 352
447 533 660
591 530 444
154 114 -655
687 686 845
763 745 -159
533 202 -871
582 300 -138
253 301 635
316 357 64
799 156 19
902 120 589
877 278 519
708 112 941
354 452 -59
255 23 584
639 901 -311
38 872 777
320 577 -107
784 217 724
395 482 -989
700 417 -167
270 449 -191
492 19 -449
300 788 463
256 230 -494
225 325 960
119 549 195
835 135 910
441 2 402
99 600 385
896 655 -26
743 409 646
549 297 257
259 205 8
552 741 -235
94 771 -938
50 290 70
596 638 -992
81 474 839
706 646 338
280 716 29
165 18 137
256 379 -965
293 448 -45
252 645 -414
683 408 -319
549 390 584
222 286 -724
8 316 886
426 689 804
294 19 913
198 20 989
544 718 -869
743 543 -236
867 767 -479
69 629 -624
739 263 175
311 804 -794
839 335 -146
397 177 -32
613 818 -513
180 678 899
203 243 -537
484 811 -798
906 542 287
777 162 -865
15 644 52
676 258 -315
203 392 462
671 32 663
784 445 62
827 93 834
258 883 180
489 398 291
619 847 849
754 593 -473
166 145 -470
34 842 844
380 858 891
166 750 352
465 536 -812
395 591 -361
203 787 -592
210 164 711
267 389 -297
706 570 -880
732 754 -340
301 454 355
288 305 -662
692 91 119
671 649 -350
292 216 -635
666 238 911
868 150 -615
135 317 -702
491 420 -745
699 381 -207
328 497 -971
386 274 -681
305 517 62
51 693 -375
878 74 -682
796 831 525
636 354 457
234 675 -401
88 378 -853
29 623 -870
683 757 331
291 63 398
31 731 -400
24 438 -767
450 235 -849
641 96 48
484 15 -950
340 298 122
398 353 -964
807 363 -188
808 263 466
453 701 -309
672 250 846
357 185 227
660 901 997
327 391 -104
424 560 -436
280 164 854
354 463 834
742 256 -973
263 112 956
582 882 -512
831 811 -952
543 207 405
540 167 137
620 93 -230
431 630 -998
569 901 627
621 61 -660
492 281 534
795 724 85
662 718 329
642 572 541
254 149 225
622 347 -290
186 107 780
521 643 694
334 766 -916
528 551 -416
350 49 600
431 896 725
435 456 47
94 548 -669
710 556 -969
514 584 480
119 681 -385
305 324 -264
198 853 -518
136 349 654
148 367 851
725 285 841
662 204 706
220 366 -257
883 907 -507
774 757 815
532 659 969
67 746 204
240 638 449
47 644 315
339 502 -310
96 441 771
246 341 -99
300 237 -201
61 198 688
96 47 -719
508 679 798
270 20 -962
572 276 -338
427 831 -651
56 298 55
828 722 -943
239 825 -502
751 158 -347
702 775 226
637 768 739
503 874 804
676 312 651
583 312 -483
101 894 -23
684 876 0
236 103 785
654 52 -57
37 139 258
18 787 -612
134 359 642
189 367 641
556 1 788
860 907 591
637 600 -639
602 370 -586
807 312 983
170 183 -104
200 202 -906
438 215 -248
172 785 -306
539 782 956
396 146 -621
74 892 39
351 441 -160
556 674 679
253 782 270
812 809 -277
304 827 -797
886 103 -727
533 672 543
398 806 617
755 860 381
721 329 -1
899 666 -564
29 253 449
648 322 421
312 195 -553
671 677 292
385 145 952
538 207 722
785 704 11
94 153 -75
785 236 -174
694 178 -489
876 255 -180
693 26 -7
538 516 -643
200 860 -191
844 206 89
66 178 483
771 671 175
581 224 721
828 523 -136
722 534 669
619 306 91
262 637 590
280 564 849
511 199 -492
91 428 -41
265 83 -759
621 716 266
428 15 -300
772 442 980
247 62 -30
655 220 -609
578 806 -989
336 84 392
722 551 -926
785 766 -302
7 103 -140
388 304 -409
709 44 -607
873 994
692 851 353
397 51 19
834 700 -878
327 726 -823
502 548 -518
13 456 967
458 542 440
526 238 48
407 417 201
281 848 946
619 457 -159
871 115 936
702 143 990
453 631 -885
485 262 -878
71 447 209
102 595 -938
619 417 -478
713 843 -159
252 843 843
864 604 756
475 330 336
463 203 612
165 415 -216
682 528 11
637 14 837
579 660 -424
760 532 793
459 557 405
709 311 -204
477 842 902
421 710 151
767 501 659
51 286 399
517 160 204
614 734 690
345 803 553
187 471 784
470 301 -894
309 791 -467
665 235 -247
857 223 830
824 636 -947
857 380 -108
134 18 -826
823 134 -187
79 169 -897
354 181 369
431 842 -500
213 691 -669
78 721 679
716 704 -219
179 637 -576
26 625 -842
538 642 -149
552 760 49
491 540 -228
236 789 172
61 276 353
300 816 971
432 35 -339
860 251 -808
561 592 -49
304 586 834
293 498 261
757 481 125
758 136 354
387 435 871
605 650 -817
708 541 522
675 237 728
769 870 -501
378 454 -415
379 206 435
451 14 -63
4 866 -189
806 449 254
368 295 229
802 180 779
92 440 836
445 437 266
561 78 574
363 815 -72
581 23 784
110 739 116
658 640 -682
122 532 819
76 175 -404
651 673 45
195 258 447
554 596 -58
455 548 554
58 702 601
736 41 348
381 646 257
334 493 193
833 714 742
530 17 339
451 688 -579
694 429 -481
177 831 -109
402 145 65
23 58 712
801 412 312
275 364 851
344 701 -207
743 839 -158
460 807 -293
604 473 -701
251 136 613
229 73 -210
311 125 -489
783 139 -98
639 545 -971
51 602 231
637 830 -707
856 365 462
463 656 708
511 739 -110
406 646 -843
395 209 754
659 342 26
275 302 -721
630 564 775
20 212 -144
129 482 268
698 272 -94
403 497 -767
444 781 -115
623 441 999
557 167 260
49 661 -395
666 686 7
58 360 -553
177 229 999
135 624 -290
60 519 8
826 783 230
100 257 -953
552 199 508
676 844 822
366 517 -907
65 436 -957
282 636 -86
209 384 497
402 649 262
721 155 124
137 353 171
25 763 198
630 382 859
633 834 533
68 475 121
821 653 327
470 218 867
161 209 -813
268 300 -55
683 198 3
831 478 62
816 869 -930
25 31 -159
259 694 -234
863 354 -920
745 229 -239
438 698 -642
360 179 829
562 793 688
456 458 148
348 344 119
826 580 -671
803 297 505
120 761 107
240 635 -861
496 199 -90
12 365 671
460 388 124
849 56 -517
775 97 459
528 746 854
156 862 -171
140 43 -902
243 211 -214
791 626 -297
687 92 -732
531 717 -680
133 110 -398
837 514 -939
26 392 -309
490 518 882
592 656 -327
525 835 -946
340 779 226
822 120 326
365 468 -158
284 447 832
505 720 16
740 750 -530
587 423 -351
132 800 973
222 830 -616
696 100 293
413 297 824
584 724 -351
143 706 -500
833 373 19
803 654 704
674 766 67
699 51 388
549 699 698
383 861 527
820 74 -375
23 40 543
22 383 -227
431 722 851
588 714 -713
835 131 -738
238 821 907
426 284 -789
35 854 -841
714 124 418
496 606 648
771 133 -137
440 360 -784
761 620 704
49 594 237
128 766 831
620 494 944
730 247 -897
630 648 796
305 487 828
368 555 172
833 487 -537
253 838 -206
700 431 -877
367 150 -508
636 560 -554
582 736 -190
213 566 578
341 223 -235
650 523 -849
647 762 -219
245 318 485
295 400 696
499 114 -391
720 845 -786
606 358 390
342 518 -561
746 393 374
490 674 -123
406 19 245
332 454 772
766 10 -265
234 73 -688
691 811 425
811 323 -936
696 718 459
303 445 970
615 206 963
102 16 -94
745 483 -799
264 341 -111
830 710 575
302 438 80
30 755 424
724 89 -438
27 826 675
285 737 -983
258 369 421
301 435 -679
67 585 281
373 226 -8
20 233 -947
175 121 -573
155 650 -415
38 453 -923
517 356 909
335 338 836
569 481 -670
760 525 -781
416 436 749
339 539 -748
533 164 -634
723 431 -609
826 599 -48
212 247 325
240 657 -154
615 531 -130
61 143 514
413 634 -554
794 58 -958
520 288 680
519 288 -382
434 750 654
231 145 -870
800 736 -616
197 745 -21
644 717 117
166 478 999
245 589 -536
543 857 28
436 69 366
44 384 -674
18 410 617
774 846 -523
259 241 -377
412 13 -509
545 103 447
679 348 888
826 181 869
288 513 975
737 245 -925
519 412 789
189 274 -99
844 368 -687
131 760 601
752 593 -896
807 100 839
431 272 688
866 658 480
132 358 931
452 40 -718
156 218 -373
121 521 -884
115 760 395
650 431 -526
494 659 40
168 845 467
399 540 37
490 105 -939
515 248 330
640 273 -887
468 101 635
255 547 536
873 841 925
155 579 -754
6 261 -975
614 618 605
786 598 -204
100 842 -297
752 683 -237
437 717 -303
396 78 -713
763 475 945
715 683 -153
267 537 136
173 176 -199
690 763 -819
766 598 22
188 27 378
249 797 -596
445 374 560
866 65 -207
626 827 -383
485 761 -865
704 829 -586
558 691 327
83 727 400
